yourlist:M201909045C475328CEF75220C360D524E9D456CE3FF4D7X	Entry	Entry name	Protein names	Gene names	Organism	Taxonomic lineage (ORDER)
YP_009098789.1	A0A067XQS6	A0A067XQS6_9CAUD	RNA ligase		Caulobacter phage Cr30	Caudovirales
WP_003743103.1	A0A1E8S3B3	A0A1E8S3B3_9NEIS	Stomatin 2	HMPREF2844_07705	Neisseria sp. HMSC072F04	Neisseriales
WP_003743103.1	A0A2I1XFB7	A0A2I1XFB7_NEISI	SPFH/Band 7/PHB domain protein	CYK00_01735	Neisseria sicca	Neisseriales
WP_003743103.1	D2ZXF9	D2ZXF9_NEIMU	SPFH/Band 7/PHB domain protein	NEIMUCOT_05312	Neisseria mucosa ATCC 25996	Neisseriales
WP_070679731.1	A0A1F1BT90	A0A1F1BT90_9NEIS	Stomatin 2	HMPREF2907_02540	Neisseria sp. HMSC055H02	Neisseriales
WP_070613158.1	A0A1E9TKP1	A0A1E9TKP1_9NEIS	Stomatin 2	HMPREF2638_01895	Neisseria sp. HMSC055F11	Neisseriales
WP_003752410.1	E2PFL6	E2PFL6_NEIPO	SPFH/Band 7/PHB domain protein	NEIPOLOT_01399	Neisseria polysaccharea ATCC 43768	Neisseriales
WP_013448908.1	E4ZD16	E4ZD16_NEIL0	Putative membrane protein	NLA_10240	Neisseria lactamica (strain 020-06)	Neisseriales
WP_070495820.1	A0A1F0ACI2	A0A1F0ACI2_9NEIS	Stomatin 2	HMPREF2572_01625	Neisseria sp. HMSC064E01	Neisseriales
WP_003767900.1	A0A0C1H3G4	A0A0C1H3G4_9NEIS	Stomatin 2	MCC93_02650	Morococcus cerebrosus	Neisseriales
WP_003767900.1	A0A1E9W0X1	A0A1E9W0X1_9NEIS	Stomatin 2	HMPREF2600_01435	Neisseria sp. HMSC077D05	Neisseriales
WP_003767900.1	A0A1S1EVJ7	A0A1S1EVJ7_9NEIS	Stomatin 2	HMPREF2753_01665	Neisseria sp. HMSC071C03	Neisseriales
WP_003767900.1	A0A1S1G4L5	A0A1S1G4L5_9NEIS	Stomatin 2	HMPREF3277_07615	Neisseria sp. HMSC70E02	Neisseriales
WP_003767900.1	A0A1V0HFC3	A0A1V0HFC3_NEISI	Paraslipin	A6J88_10360	Neisseria sicca	Neisseriales
WP_003767900.1	F9EWU4	F9EWU4_9NEIS	SPFH domain/band 7 family protein	HMPREF9418_1621	Neisseria macacae ATCC 33926	Neisseriales
WP_003767900.1	G3Z3A7	G3Z3A7_9NEIS	PHB domain-containing protein	HMPREF1028_01072	Neisseria sp. GT4A_CT1	Neisseriales
WP_003767900.1	I2NIH7	I2NIH7_NEISI	SPFH domain/Band 7 family protein	HMPREF1051_1784	Neisseria sicca VK64	Neisseriales
WP_019270912.1	A0A1F1TZA3	A0A1F1TZA3_9NEIS	Stomatin 2	HMPREF3066_09900	Neisseria sp. HMSC03D10	Neisseriales
WP_019270912.1	A0A2R4AUN0	A0A2R4AUN0_NEIMU	Paraslipin	NM96_04705	Neisseria mucosa	Neisseriales
WP_003756809.1	C6M329	C6M329_NEISI	SPFH/Band 7/PHB domain protein	NEISICOT_00920	Neisseria sicca ATCC 29256	Neisseriales
WP_045750323.1	A0A1V0DUW7	A0A1V0DUW7_NEILA	Paraslipin	B2G52_08015	Neisseria lactamica	Neisseriales
WP_070814059.1	A0A1S1CFB8	A0A1S1CFB8_9NEIS	Stomatin 2	HMPREF2675_03315	Neisseria sp. HMSC061H08	Neisseriales
WP_061605799.1	A0A150QZH1	A0A150QZH1_SORCE	TROVE domain-containing protein	BE15_01470	Sorangium cellulosum (Polyangium cellulosum)	Myxococcales (fruiting gliding bacteria)
WP_012235169.1	A9G6I1	A9G6I1_SORC5	TROVE domain-containing protein	sce2537	Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56))	Myxococcales (fruiting gliding bacteria)
WP_020734998.1	S4XYP8	S4XYP8_SORCE	TROVE domain-containing protein	SCE1572_15185	Sorangium cellulosum So0157-2	Myxococcales (fruiting gliding bacteria)
WP_060734006.1	A0A109E473	A0A109E473_9BURK	Uncharacterized protein	AS149_13015	Burkholderia cenocepacia	Burkholderiales
YP_009015842.1	G3MAT0	G3MAT0_9CAUD	Gp540	540 G_540	Bacillus virus G	Caudovirales
WP_013498547.1	E6UAG1	E6UAG1_RUMA7	von Willebrand factor type A	Rumal_1885	Ruminococcus albus (strain ATCC 27210 / DSM 20455 / JCM 14654 / NCDO 2250 / 7)	Clostridiales
WP_037289772.1	A0A011UX98	A0A011UX98_RUMAL	von Willebrand factor A	RASY3_16090	Ruminococcus albus SY3	Clostridiales
WP_002849127.1	E9SBR8	E9SBR8_RUMAL	von Willebrand factor type A domain protein	CUS_4909	Ruminococcus albus 8	Clostridiales
WP_074828367.1	A0A1H7FCB2	A0A1H7FCB2_RUMAL	TerF vWA domain-containing protein	SAMN05216469_101208	Ruminococcus albus	Clostridiales
WP_071661909.1	A0A1J8P8P3	A0A1J8P8P3_9COXI	ATPase	A1D18_00730	Candidatus Rickettsiella isopodorum	Legionellales
WP_009148200.1	H8Z2G0	H8Z2G0_9GAMM	Putative stress response protein, TerZ-and CABP1	Thi970DRAFT_01831	Thiorhodovibrio sp. 970	Chromatiales
WP_004249446.1	A0A1Z1STG2	A0A1Z1STG2_PROMI	Chemical-damaging agent resistance protein C (Tellurite resistance protein)	terD AM402_05750 NCTC10975_02848 NCTC11938_02615	Proteus mirabilis	Enterobacterales
WP_004249446.1	B4EW72	B4EW72_PROMH	Tellurite resistance protein	terD PMI2384	Proteus mirabilis (strain HI4320)	Enterobacterales
WP_001562621.1	A0A085NWZ9	A0A085NWZ9_ECOLX	Chemical-damaging agent resistance protein C (TerD family protein)	BMT49_19915 BMT53_11680 EC382_23500 JD73_27395	Escherichia coli	Enterobacterales
WP_001562621.1	L3PLY5	L3PLY5_ECOLX	Tellurium resistance protein TerD	A1UM_05168	Escherichia coli KTE75	Enterobacterales
WP_045957671.1	A0A068R255	A0A068R255_9GAMM	Tellurium resistance protein terD	terD XPG1_0540	Xenorhabdus poinarii G6	Enterobacterales
WP_012971766.1	D3RPA8	D3RPA8_ALLVD	Stress protein	Alvin_2588	Allochromatium vinosum (strain ATCC 17899 / DSM 180 / NBRC 103801 / NCIMB 10441 / D) (Chromatium vinosum)	Chromatiales
WP_015062976.1	A0A0G3B4R6	A0A0G3B4R6_SALER	TerD	terD	Salmonella enterica (Salmonella choleraesuis)	Enterobacterales
WP_015062976.1	A0A0J1KLB3	A0A0J1KLB3_9ENTR	Tellurium resistance protein TerD	SK33_04395	Citrobacter sp. MGH103	Enterobacterales
WP_015062976.1	A0A0J1LCY8	A0A0J1LCY8_9ENTR	Tellurium resistance protein TerD	SK35_04874	Citrobacter sp. MGH105	Enterobacterales
WP_015062976.1	A0A2I8SX19	A0A2I8SX19_ECOLX	Tellurium resistance protein TerD	C2U48_32145 C5N07_09855 C6669_26430	Escherichia coli	Enterobacterales
WP_015062976.1	A0A2J0Q2L6	A0A2J0Q2L6_9ENTR	Tellurium resistance protein TerD	B9Q30_07040	Enterobacter hormaechei	Enterobacterales
WP_015062976.1	A0A330G390	A0A330G390_ENTCL	Tellurium resistance protein TerD	DP202_25530	Enterobacter cloacae	Enterobacterales
WP_015062976.1	A0A384G6K0	A0A384G6K0_9ENTR	Tellurium resistance protein TerD	L353_08976	Enterobacter sp. MGH 7	Enterobacterales
WP_015062976.1	J7FS23	J7FS23_CITFR	TerD (TerD family protein)	EOL01_16920	Citrobacter freundii	Enterobacterales
WP_038268057.1	A0A3D9U9V6	A0A3D9U9V6_9GAMM	Tellurium resistance protein TerD	BDD26_0839	Xenorhabdus cabanillasii	Enterobacterales
WP_038268057.1	W1JAB9	W1JAB9_9GAMM	Tellurium resistance protein terD	terD XCR1_70038	Xenorhabdus cabanillasii JM26	Enterobacterales
WP_000116677.1	A0A0H2XLK7	A0A0H2XLK7_ECOK1	TerD	terD APECO1_O1R72	Escherichia coli O1:K1 / APEC	Enterobacterales
WP_000116677.1	A0A0H3CUE6	A0A0H3CUE6_ENTCC	Tellurium resistance protein TerD	ECL_A212	Enterobacter cloacae subsp. cloacae (strain ATCC 13047 / DSM 30054 / NBRC 13535 / NCDC 279-56)	Enterobacterales
WP_000116677.1	A0A0H3VX16	A0A0H3VX16_SALTM	Chemical-damaging agent resistance protein C (Tellurium resistance protein TerD) (TerD) (TerD family protein)	terD CVR97_17360 D7F20_23995	Salmonella typhimurium	Enterobacterales
WP_000116677.1	A0A1C9T859	A0A1C9T859_SALET	Phage inhibition, colicin resistance and tellurite resistance TerD (Tellurium resistance protein TerD)	terD	Salmonella enterica subsp. enterica serovar Indiana	Enterobacterales
WP_000116677.1	A0A1D6ZMJ2	A0A1D6ZMJ2_SALER	TerD	terD	Salmonella enterica (Salmonella choleraesuis)	Enterobacterales
WP_000116677.1	A0A1Q1PSX7	A0A1Q1PSX7_KLEPN	TerD domain-containing protein		Klebsiella pneumoniae	Enterobacterales
WP_000116677.1	A0A236M9J4	A0A236M9J4_SHIBO	Chemical-damaging agent resistance protein C	CI694_15275	Shigella boydii	Enterobacterales
WP_000116677.1	A0A2S1FK82	A0A2S1FK82_RAOOR	TerD	terD	Raoultella ornithinolytica (Klebsiella ornithinolytica)	Enterobacterales
WP_000116677.1	A0A2S7SF13	A0A2S7SF13_ESCFE	Chemical-damaging agent resistance protein C	C5U37_17685	Escherichia fergusonii	Enterobacterales
WP_000116677.1	A0A384GQW4	A0A384GQW4_9ENTR	Chemical-damaging agent resistance protein C	ASU87_20390	Enterobacter roggenkampii	Enterobacterales
WP_000116677.1	A0A3T0VBG7	A0A3T0VBG7_ECOLX	TerD	terD	Escherichia coli O157	Enterobacterales
WP_000116677.1	A0A3V2SIG5	A0A3V2SIG5_SALET	TerD family protein	RT12_22325 RT12_26215	Salmonella enterica subsp. enterica serovar Kentucky	Enterobacterales
WP_000116677.1	A0A3V9PXC9	A0A3V9PXC9_SALET	TerD family protein	CF29_23280	Salmonella enterica subsp. enterica serovar Bredeney	Enterobacterales
WP_000116677.1	A0A3Y3RFX2	A0A3Y3RFX2_SALET	TerD family protein	ADQ53_19535 D4494_22090 D7N15_23555 DNV18_24680 DOA98_13275 DOC20_20850 DQT40_18600 DRL96_23960 DSM73_13195 DU165_16515 DU947_16765 DU947_26645 DUQ82_20075 EBJ89_23390 EC429_11085	Salmonella enterica I	Enterobacterales
WP_000116677.1	H9TH57	H9TH57_SALET	Chemical-damaging agent resistance protein C (Tellurium resistance protein TerD)	terD CH228_20970 pSH111_227_84	Salmonella enterica subsp. enterica serovar Heidelberg	Enterobacterales
WP_000116677.1	I2WXJ3	I2WXJ3_ECOLX	Bacterial stress protein	EC40967_A0197	Escherichia coli 4.0967	Enterobacterales
WP_000116677.1	Q1XDY7	Q1XDY7_ECOLX	Chemical-damaging agent resistance protein C (Tellurium resistance membrane protein TerD) (Tellurium resistance protein TerD) (TerD) (TerD family protein) (TerD protein)	terD terD_1 terD_2 APZ14_25160 B9T59_29265 BEN53_25895 BET08_34330 BJJ90_27820 BUE81_04835 BvCmsKSP011_02979 BvCmsNSP007_01555 BW690_16025 C4M78_13680 C5P01_18270 C5P43_00390 CA593_27325 CR538_26560 D3821_23300 D3822_10970 DM129_19295 DM129_27870 E4Z89_23825 EIA21_21345 EJH97_25340 EXX13_19260 EXX78_11340 EYD11_23650 MS8345_A00081 NCTC13846_04990 SAMEA3472080_04575 SAMEA3472110_04811 SAMEA3472112_03584 SAMEA3752372_05443 SAMEA3753300_04597	Escherichia coli	Enterobacterales
YP_007392614.1	K9L4C2	K9L4C2_9CAUD	Ribonucleotide-diphosphate reductase subunit beta	phiTE_152	Pectobacterium phage phiTE	Caudovirales
WP_067447042.1	A0A1B6VUV9	A0A1B6VUV9_9NEIS	Ribonucleotide-diphosphate reductase subunit beta	A7P98_03260	Eikenella sp. NML080894	Neisseriales
WP_067438794.1	A0A1A9SC03	A0A1A9SC03_9NEIS	Ribonucleotide-diphosphate reductase subunit beta	A7Q02_07595	Eikenella sp. NML97-A-109	Neisseriales
WP_035580333.1	A0A1A9RI45	A0A1A9RI45_EIKCO	Ribonucleotide-diphosphate reductase subunit beta (EC 1.17.4.1)	A7P90_09770 CA838_09040	Eikenella corrodens	Neisseriales
WP_035580333.1	A0A1A9S994	A0A1A9S994_9NEIS	Ribonucleotide-diphosphate reductase subunit beta	A7P97_05495	Eikenella sp. NML070372	Neisseriales
WP_004780831.1	N8VLE1	N8VLE1_9GAMM	Uncharacterized protein	F969_00582	Acinetobacter sp. NIPH 899	Pseudomonadales
WP_058379113.1	A0A0U2XJU6	A0A0U2XJU6_9BURK	Uncharacterized protein	AT302_23155	Pandoraea norimbergensis	Burkholderiales
WP_013965572.1	F8GGR2	F8GGR2_NITSI	N-6 DNA methylase	Nit79A3_1470	Nitrosomonas sp. (strain Is79A3)	Nitrosomonadales
WP_039863835.1	A0A2X1UHT1	A0A2X1UHT1_NEIME	Domain of uncharacterized function DUF20	NCTC9390_01235	Neisseria meningitidis	Neisseriales
WP_070765273.1	A0A1F0H7H1	A0A1F0H7H1_9NEIS	Uncharacterized protein	HMPREF3022_06090	Neisseria sp. HMSC065C04	Neisseriales
WP_003683946.1	C5TJU4	C5TJU4_NEIFL	Uncharacterized protein	NEIFL0001_2091	Neisseria flavescens SK114	Neisseriales
WP_070748336.1	A0A1F0E1Q8	A0A1F0E1Q8_9NEIS	Uncharacterized protein	HMPREF3052_02655	Neisseria sp. HMSC056A03	Neisseriales
WP_070826342.1	A0A1S1D3F9	A0A1S1D3F9_9NEIS	Uncharacterized protein	HMPREF2608_06150	Neisseria sp. HMSC064D07	Neisseriales
WP_070633296.1	A0A1F1GK25	A0A1F1GK25_9NEIS	Uncharacterized protein	HMPREF2872_09880	Neisseria sp. HMSC069H12	Neisseriales
WP_063068352.1	A0A154U7I3	A0A154U7I3_NEIFL	Putative membrane protein	TW90_1154	Neisseria flavescens	Neisseriales
WP_049344337.1	A0A1F1FNR7	A0A1F1FNR7_9NEIS	Uncharacterized protein	HMPREF2880_09115	Neisseria sp. HMSC067G11	Neisseriales
WP_063076727.1	A0A154TG21	A0A154TG21_NEIFL	Putative membrane protein	TV01_1984	Neisseria flavescens	Neisseriales
WP_032041407.1	A0A062KSD7	A0A062KSD7_ACIBA	YadA-like family domain protein	J715_2662	Acinetobacter baumannii 1571545	Pseudomonadales
WP_028016269.1	A0A2T4XWR5	A0A2T4XWR5_ENTCL	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	DA103_17510	Enterobacter cloacae	Enterobacterales
WP_025757204.1	A0A0F1AS84	A0A0F1AS84_9ENTR	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	SS37_16350	Enterobacter sichuanensis	Enterobacterales
WP_025757204.1	A0A0J1VN15	A0A0J1VN15_9ENTR	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	SP99_03105	Enterobacter sp. BIDMC92	Enterobacterales
WP_025757204.1	A0A443XYC7	A0A443XYC7_ENTCL	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	DN595_02570	Enterobacter cloacae	Enterobacterales
WP_014071079.1	A0A198GGW4	A0A198GGW4_9ENTR	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	M987_04162	Enterobacter soli ATCC BAA-2102	Enterobacterales
WP_006176472.1	A0A2J7P1A6	A0A2J7P1A6_9ENTR	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	A6J71_08040 CWI88_06970	Enterobacter cancerogenus	Enterobacterales
WP_006176472.1	D2ZEU1	D2ZEU1_9ENTR	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	ENTCAN_06989	Enterobacter cancerogenus ATCC 35316	Enterobacterales
WP_063143748.1	A0A144HH89	A0A144HH89_ENTCL	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	nrdA SAMEA2273318_01653	Enterobacter cloacae	Enterobacterales
WP_023300610.1	A0A145T547	A0A145T547_KLEAE	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	nrdA_1 SAMEA2273401_01205	Klebsiella aerogenes (Enterobacter aerogenes)	Enterobacterales
WP_022648801.1	A0A431SN69	A0A431SN69_9ENTR	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	EKN89_03800	Enterobacter hormaechei	Enterobacterales
WP_028013905.1	A0A0V9E9P5	A0A0V9E9P5_9ENTR	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	APT89_00550	Enterobacter sp. 50588862	Enterobacterales
WP_028013905.1	A0A2J7T8N4	A0A2J7T8N4_9ENTR	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	A3462_14285	Enterobacter bugandensis	Enterobacterales
WP_009424983.1	L1NGM9	L1NGM9_9NEIS	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	HMPREF9120_02922	Neisseria sp. oral taxon 020 str. F0370	Neisseriales
WP_007343081.1	F2BEB9	F2BEB9_9NEIS	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	nrdA HMPREF9123_2075	Neisseria bacilliformis ATCC BAA-1200	Neisseriales
WP_070632392.1	A0A1F1GS25	A0A1F1GS25_9NEIS	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	HMPREF2872_06885	Neisseria sp. HMSC069H12	Neisseriales
WP_039408025.1	A0A0C1E4Z6	A0A0C1E4Z6_9NEIS	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	MCC93_15510	Morococcus cerebrosus	Neisseriales
WP_039408025.1	A0A1F1UMK0	A0A1F1UMK0_9NEIS	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	HMPREF3066_01170	Neisseria sp. HMSC03D10	Neisseriales
WP_074897239.1	A0A378TXC8	A0A378TXC8_NEIEL	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	nrdA NCTC10660_01143	Neisseria elongata	Neisseriales
WP_067593857.1	A0A1A9RVX0	A0A1A9RVX0_9NEIS	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	A7P95_08290	Eikenella sp. NML02-A-017	Neisseriales
WP_003778485.1	A0A1F1BHE7	A0A1F1BHE7_9NEIS	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	HMPREF2907_05965	Neisseria sp. HMSC055H02	Neisseriales
WP_003778485.1	A0A2I1XAK5	A0A2I1XAK5_NEISI	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	CYK00_09195	Neisseria sicca	Neisseriales
WP_003778485.1	F9EWW3	F9EWW3_9NEIS	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	nrdA HMPREF9418_1640	Neisseria macacae ATCC 33926	Neisseriales
WP_003778485.1	G3Z382	G3Z382_9NEIS	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	HMPREF1028_01047	Neisseria sp. GT4A_CT1	Neisseriales
WP_070613071.1	A0A1E9T9C1	A0A1E9T9C1_9NEIS	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	HMPREF2638_00965	Neisseria sp. HMSC055F11	Neisseriales
WP_070512279.1	A0A1E9W0F4	A0A1E9W0F4_9NEIS	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	HMPREF2600_01520	Neisseria sp. HMSC077D05	Neisseriales
WP_052222142.1	A0A0L6Z7Z1	A0A0L6Z7Z1_9CLOT	Cysteine protease StiP (EC 3.4.22.-)	stiP CLHOM_26580	Clostridium homopropionicum DSM 5847	Clostridiales
WP_067204998.1	A0A127VU83	A0A127VU83_SPOPS	PELOTA_1 domain-containing protein	AZE41_01975	Sporosarcina psychrophila (Bacillus psychrophilus)	Bacillales
WP_020331841.1	A0A3E1IDS0	A0A3E1IDS0_VIBPH	PELOTA_1 domain-containing protein	BS585_18655 D5E78_09390	Vibrio parahaemolyticus	Vibrionales
WP_020331841.1	S7HWT1	S7HWT1_VIBFL	Putative ATP/GTP-binding protein	L910_2403	Vibrio fluvialis PG41	Vibrionales
WP_046352453.1	A0A0X8GN42	A0A0X8GN42_9BURK	ATP-binding protein	VN23_14050	Janthinobacterium sp. B9-8	Burkholderiales
WP_006890330.1	G3ISI9	G3ISI9_METTV	ATP/GTP-binding protein	Mettu_1172	Methylobacter tundripaludum (strain ATCC BAA-1195 / SV96)	Methylococcales
WP_014778574.1	I3YAV6	I3YAV6_THIV6	Citrate lyase beta subunit	Thivi_2174	Thiocystis violascens (strain ATCC 17096 / DSM 198 / 6111) (Chromatium violascens)	Chromatiales
WP_034759282.1	A0A031GEM3	A0A031GEM3_9BURK	Citrate lyase beta subunit	BW37_05240	Janthinobacterium lividum	Burkholderiales
WP_011831629.1	A2SNA2	A2SNA2_METPP	DNA_LIGASE_A3 domain-containing protein	Mpe_B0266	Methylibium petroleiphilum (strain ATCC BAA-1232 / LMG 22953 / PM1)	Burkholderiales
WP_000212229.1	A0A009SBU3	A0A009SBU3_ACIBA	ATP dependent DNA ligase domain protein	J552_1449	Acinetobacter baumannii 951631	Pseudomonadales
WP_000212229.1	A0A062DEJ3	A0A062DEJ3_ACIBA	ATP dependent DNA ligase domain protein	J524_1675	Acinetobacter baumannii 496487	Pseudomonadales
WP_001083510.1	A0A2P6BUW9	A0A2P6BUW9_ACIBA	DNA ligase	CPI82_00625	Acinetobacter baumannii	Pseudomonadales
WP_001083510.1	A0A385F0B0	A0A385F0B0_ACIBA	DNA_LIGASE_A3 domain-containing protein	BSF95_05010	Acinetobacter baumannii WM99c	Pseudomonadales
WP_001083510.1	A0A454B1U7	A0A454B1U7_ACIBA	ATP dependent DNA ligase domain (EC 6.5.1.1)	ABTJ_p2010	Acinetobacter baumannii MDR-TJ	Pseudomonadales
WP_005113825.1	A0A009H669	A0A009H669_ACIBA	ATP dependent DNA ligase domain protein	J517_1324	Acinetobacter baumannii 118362	Pseudomonadales
WP_005113825.1	A0A1S2FXH7	A0A1S2FXH7_ACIBA	DNA ligase	A7M90_18600 EKS29_02615	Acinetobacter baumannii	Pseudomonadales
WP_005113825.1	N9HL57	N9HL57_ACIBA	DNA_LIGASE_A3 domain-containing protein	F922_03874	Acinetobacter baumannii NIPH 201	Pseudomonadales
WP_058061515.1	A0A2I8CYV1	A0A2I8CYV1_ACIBA	DNA ligase	C2U32_19400	Acinetobacter baumannii	Pseudomonadales
WP_011254695.1	Q5NWT0	Q5NWT0_AROAE	Uncharacterized protein	p1B313	Aromatoleum aromaticum (strain EbN1) (Azoarcus sp. (strain EbN1))	Rhodocyclales
WP_072785337.1	A0A1M7PUC1	A0A1M7PUC1_9BURK	TIGR00266 family protein	SAMN05192549_105418	Duganella sacchari	Burkholderiales
WP_068908664.1	A0A3B7PRE1	A0A3B7PRE1_9GAMM	TIGR00266 family protein	BEN74_06540	Acinetobacter sp. WCHAc010034	Pseudomonadales
WP_056122679.1	A0A0Q7XWU0	A0A0Q7XWU0_9BURK	Uncharacterized protein	ASD92_11700	Massilia sp. Root1485	Burkholderiales
WP_022772072.1	U5NAM8	U5NAM8_9BURK	Uncharacterized protein	Cenrod_1161	Candidatus Symbiobacter mobilis CR	Burkholderiales
WP_071960957.1	A0A1J0SAK7	A0A1J0SAK7_9ALTE	AAA domain-containing protein	BM525_21015	Alteromonas mediterranea	Alteromonadales
WP_050451718.1	A0A0L0MJ77	A0A0L0MJ77_9BURK	Uncharacterized protein	BVER_01827	Candidatus Burkholderia verschuerenii	Burkholderiales
WP_005669102.1	A0A112WEG6	A0A112WEG6_HAEIF	Penicillin-binding protein (EC 3.4.21.-)	pbpG NCTC11426_00732	Haemophilus influenzae	Pasteurellales
WP_006718189.1	E6KXN1	E6KXN1_9PAST	Serine-type D-Ala-D-Ala carboxypeptidase (EC 3.4.16.4)	HMPREF9064_0913	Aggregatibacter segnis ATCC 33393	Pasteurellales
WP_005649130.1	A0A0E1SPM7	A0A0E1SPM7_HAEIF	Peptidase_S11 domain-containing protein	CGSHiII_08431	Haemophilus influenzae PittII	Pasteurellales
WP_005649130.1	A0A2S9RM19	A0A2S9RM19_HAEIF	D-alanyl-D-alanine carboxypeptidase (D-alanyl-D-alanine endopeptidase) (EC 3.4.21.-)	pbpG_2 BV064_01376 CH638_03125	Haemophilus influenzae	Pasteurellales
WP_075985546.1	A0A2X4DAF3	A0A2X4DAF3_HAEIF	Penicillin-binding protein (EC 3.4.21.-)	pbpG NCTC11931_00838	Haemophilus influenzae	Pasteurellales
WP_038440739.1	A0A3E1QIF8	A0A3E1QIF8_HAEIF	D-alanyl-D-alanine carboxypeptidase	CH627_04020	Haemophilus influenzae	Pasteurellales
WP_005630121.1	F9GML1	F9GML1_HAEHA	D-alanyl-D-alanine endopeptidase	pbpG GG9_0159	Haemophilus haemolyticus M19501	Pasteurellales
WP_013638629.1	F0RZZ6	F0RZZ6_DESTD	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH Dester_1039	Desulfurobacterium thermolithotrophum (strain DSM 11699 / BSA)	Desulfurobacteriales
WP_072756203.1	A0A1M4YQ10	A0A1M4YQ10_9GAMM	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH SAMN02745204_01743	Thermomonas hydrothermalis	Xanthomonadales
WP_013538114.1	E8T3S1	E8T3S1_THEA1	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH Theam_1365	Thermovibrio ammonificans (strain DSM 15698 / JCM 12110 / HB-1)	Desulfurobacteriales
WP_076878293.1	A0A1S8CV33	A0A1S8CV33_9GAMM	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH BKE30_09065	Alkanindiges sp. H1	Pseudomonadales
WP_004717320.1	N8TQ87	N8TQ87_ACIGI	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH F981_00352	Acinetobacter guillouiae CIP 63.46	Pseudomonadales
WP_068861042.1	A0A1C3FEN1	A0A1C3FEN1_9BACT	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH THER_1257	Thermodesulfovibrio sp. N1	Nitrospirales
WP_006002261.1	H5T7F5	H5T7F5_9ALTE	DNA helicase (EC 3.6.4.12)	pcrA GPUN_0078	Glaciecola punicea ACAM 611	Alteromonadales
WP_050378599.1	A0A0L0W6S1	A0A0L0W6S1_CLOPU	ATP-dependent DNA helicase (EC 3.6.4.12)	pcrA CLPU_20c00240	Clostridium purinilyticum (Gottschalkia purinilyticum)	Tissierellales
WP_014841916.1	A0A130HS85	A0A130HS85_LEGPN	DNA helicase (EC 3.6.4.12)	uvrD uvrD_2 C3926_08900 ERS240541_00747 ERS253249_02381	Legionella pneumophila	Legionellales
WP_011214096.1	A0A128ZXL9	A0A128ZXL9_LEGPN	DNA helicase (EC 3.6.4.12)	uvrD NCTC12000_01983	Legionella pneumophila	Legionellales
WP_011214096.1	A0A3A6UJ41	A0A3A6UJ41_LEGPN	DNA helicase (EC 3.6.4.12)	D1H98_13890	Legionella pneumophila subsp. pneumophila	Legionellales
WP_027222027.1	A0A127V3H8	A0A127V3H8_LEGPN	DNA helicase (EC 3.6.4.12)	uvrD AXF37_09245	Legionella pneumophila subsp. pascullei	Legionellales
WP_011215810.1	Q5WVK8	Q5WVK8_LEGPL	DNA helicase (EC 3.6.4.12)	uvrD lpl1807	Legionella pneumophila (strain Lens)	Legionellales
WP_035165134.1	A0A096BE69	A0A096BE69_9CLOT	ATP-dependent DNA helicase (EC 3.6.4.12)	Y919_11950	Caloranaerobacter azorensis H53214	Clostridiales
WP_061691746.1	A0A378KEW6	A0A378KEW6_LEGPN	DNA helicase (EC 3.6.4.12)	uvrD NCTC12024_01753	Legionella pneumophila	Legionellales
WP_064855121.1	A0A1A2ERB0	A0A1A2ERB0_MYCSD	Protein RecA (Recombinase A)	recA A5771_08720	Mycobacterium sinense (strain JDM601)	Corynebacteriales
